BSSID,AP Name (from app),AP Location (from app),Notes (from app),AP Name (from AP),SSID,Seen,Manufacturer,Device,Channel width maximum (MHz),Phy speed maximum (Mbps),Phy technologies,Basic rates,Additional rates,Supported HT MCS,Supported VHT MCS,Supported HE MCS,Supported EHT MCS,SU-MIMO,MU-MIMO,Security,Capabilities,BSS Transition (802.11v),FT (802.11r) Responder,FT (802.11r) over the DS,RM (802.11k),MFP (802.11w) Required,MFP (802.11w) Capable,FTM (802.11mc) Responder,FTM (802.11mc) Initiator,MLO (802.11be) AP MLD,Frequency band,Channel width (MHz),Frequency from (MHz),Frequency to (MHz),Frequency primary (MHz),Primary channel,Channels used,rssi (dBm),Reported channel utilization (%),Reported stations
02:ad:0d:14:4d:50,,,,,CDWiFi,1714591064581,,,80,1300,"[""AC1300"",""N450"",""a54""]","[6,12,24]","[9,18,36,48,54]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]","[0,1,2,3,4,5,6,7,8,9]",,,3x3,,No Security,[ESS],,,,,,,,,,U-NII-1,80,5170,5250,5180,36,"[36,40,44,48]",-41,,
02:ad:0d:14:4d:40,,,,,CDWiFi,1714591063579,,,40,450,"[""N450"",""g54"",""b11""]","[1,2,5.5,11]","[6,9,12,18,24,36,48,54]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,,,3x3,,No Security,[ESS],,,,,,,,,,2.4GHz,40,2427,2467,2437,6,"[4,5,6,7,8,9,10,11,12]",-39,,
