BSSID,AP Name (from app),AP Location (from app),Notes (from app),AP Name (from AP),SSID,Seen,Manufacturer,Device,Channel width maximum (MHz),Phy speed maximum (Mbps),Phy technologies,Basic rates,Additional rates,Supported HT MCS,Supported VHT MCS,Supported HE MCS,Supported EHT MCS,SU-MIMO,MU-MIMO,Security,Capabilities,BSS Transition (802.11v),FT (802.11r) Responder,FT (802.11r) over the DS,RM (802.11k),MFP (802.11w) Required,MFP (802.11w) Capable,FTM (802.11mc) Responder,FTM (802.11mc) Initiator,MLO (802.11be) AP MLD,Frequency band,Channel width (MHz),Frequency from (MHz),Frequency to (MHz),Frequency primary (MHz),Primary channel,Channels used,rssi (dBm),Reported channel utilization (%),Reported stations
34:2c:c4:c5:8e:9b,,,,,UPC4056381_5G,1718133914389,Marvell,5G wireless AP,80,1300,"[""AC1300"",""N450"",""a54""]","[6,12,24]","[9,18,36,48,54]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,32]","[0,1,2,3,4,5,6,7,8,9]",,,3x3,,WPA2-Personal,[RSN-PSK-CCMP][ESS][WPS],true,,,true,,,,,,U-NII-1,80,,,5220,44,,-78,,
c0:06:c3:29:35:0f,,,,,dom_24,1718133917291,TP-Link,Whole-home Wi-Fi,80,866.7,"[""AC867"",""N300"",""a54""]","[6,12,24]","[9,18,36,48,54]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[0,1,2,3,4,5,6,7,8,9]",,,2x2,2x2,WPA2-Personal,[RSN-PSK-CCMP][ESS][WPS],true,,,true,,,,,,U-NII-1,80,,,5200,40,,-32,,
c0:06:c3:29:35:0e,,,,,dom_24,1718133913143,TP-Link,Whole-home Wi-Fi,40,300,"[""N300"",""g54"",""b11""]","[1,2,5.5,11]","[6,9,12,18,24,36,48,54]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",,,,2x2,,WPA2-Personal,[RSN-PSK-CCMP][ESS][WPS],true,,,true,,,,,,2.4GHz,40,,,2457,10,,-47,,
8c:5b:f0:f6:22:4b,,,,,UPC247025073,1718133913267,Broadcom,BroadcomAP,20,144.4,"[""N144"",""g54"",""b11""]","[1,2,5.5,11]","[18,24,36,54,6,9,12,48]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",,,,2x2,,WPA2-Personal,[RSN-PSK-CCMP+TKIP][ESS][WPS],true,,,true,,,,,,2.4GHz,20,,,2462,11,,-86,16.5,0
88:89:2f:fb:ca:8c,,,,,NETIASPOT-5GHz-k7BX,1718133915599,huaweitec,huawei_ONT,80,866.7,"[""AC867"",""N300"",""a54""]","[6,12,24]","[9,18,36,48,54]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[0,1,2,3,4,5,6,7,8,9]",,,2x2,,WPA2-Personal,[RSN-PSK-CCMP][ESS][WPS],true,,,true,,,,,,U-NII-2C,80,,,5520,104,,-89,1.2,1
58:d5:6e:d6:ee:a3,,,,,DIR-825-20,1718133911996,D-Link International,,40,300,"[""N300"",""g54"",""b11""]","[1,2,5.5,11]","[6,9,12,18,24,36,48,54]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",,,,2x2,,WPA2-Personal,[RSN-PSK-CCMP][ESS],,,,,,,,,,2.4GHz,40,,,2412,1,,-69,,
bc:0f:9a:9f:59:a4,,,,,UPC4056381,1718133912631,D-Link International,,20,144.4,"[""N144"",""g54"",""b11""]","[1,2,5.5,11]","[9,18,36,54,6,12,24,48]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,32]",,,,2x2,,WPA2-Personal,[RSN-PSK+FT/PSK-CCMP][ESS],true,0x5254,true,true,,,,,,2.4GHz,20,,,2437,6,,-63,9.8,0
