BT Addresses,Bluetooth Names,Manufacturers,RSSI,Tx Power,Bond State
62:E2:40:1F:F0:66,,Apple,-91,12,10
71:56:9E:23:B6:2A,,Apple,-100,12,10
F7:71:97:E4:0D:BF,,Apple,-90,-127,10
77:79:24:C2:FD:FC,,Apple,-90,8,10
49:2B:53:33:1B:7D,,Apple,-72,12,10
F0:9C:3E:16:D9:67,,Apple,-82,-127,10
5D:6F:62:ED:E0:1F,,Apple,-92,-127,10
08:FC:AE:D7:98:BE,,,-80,-127,10
EE:4E:86:46:99:3B,,Apple,-100,-127,10
F0:B6:0C:10:7F:D0,,Apple,-52,-127,10
60:71:88:CF:C5:67,,Apple,-97,-127,10
5B:06:B0:89:45:1B,,Apple,-94,-127,10
66:A5:37:B4:76:9D,,Apple,-68,12,10
46:83:DF:E8:AA:4B,,,-88,-7,10
73:94:58:71:F1:C2,,Apple,-54,12,10
64:50:BD:80:79:94,,Apple,-64,-127,10
D7:08:19:D4:4A:32,,Apple,-91,-127,10
44:F4:CA:0B:A0:2E,,Apple,-98,9,10
68:BE:EA:DE:8C:17,,Google,-73,-127,10
D6:E7:92:56:1D:D3,,Apple,-83,-127,10
C9:7C:4A:F1:A3:18,,Apple,-65,-127,10
44:C4:F2:6B:DC:FC,,Apple,-100,-127,10
4B:A9:F9:10:25:40,,Apple,-70,-127,10
7A:61:09:4F:FD:2A,,Apple,-90,11,10
BF:BA:CD:E3:32:AC,NY20,,-94,-127,10
50:53:68:E6:78:0C,,Apple,-98,12,10
E3:31:0A:41:C1:4D,,Apple,-96,-127,10
41:AA:66:CB:A8:81,Bowie MA20,,-87,-127,10
4D:E1:1E:5F:B1:28,LE-Jano Bose,Bose Corporation,-81,-10,10
75:2B:C6:F7:70:4A,,Apple,-59,9,10
54:D2:F9:11:E4:71,,,-98,-10,10
5E:E7:C0:42:A5:F7,,Apple,-89,11,10
CD:AE:50:C6:67:C6,,Apple,-90,-127,10
6A:1F:CA:BF:B7:EB,,Apple,-69,-127,10
4B:FE:86:6D:47:83,,Apple,-56,-127,10
C7:5E:AD:C2:F1:E1,JBL TUNE770NC-LE,"[""Saris Cycling Group"",""Harman International""]",-82,-127,10
63:48:83:10:2B:87,,Apple,-65,12,10
7B:6D:B2:6A:BC:3B,,Apple,-94,12,10
E9:27:FC:7E:EE:AF,,Apple,-70,-127,10
F5:B5:D4:D3:2E:14,,Apple,-54,-127,10
DA:8F:9D:C5:84:6B,,Apple,-67,-127,10
6B:76:0E:60:41:2B,,Apple,-93,12,10
40:00:01:59:C5:CC,LE_WI-C100,,-78,-13,10
51:03:CD:07:69:A7,,Apple,-78,8,10
46:1C:B1:3F:D0:9D,,Apple,-87,-127,10
FD:48:A7:10:17:F9,,Apple,-74,-127,10
57:FF:E2:69:0B:70,JBL LIVE660NC-LE,,-93,-11,10
E4:56:B7:99:05:23,,Apple,-74,-127,10
77:EC:C9:2C:59:CB,,Apple,-89,12,10
5E:F8:7D:4C:19:B2,,Apple,-94,12,10
E8:58:CA:8A:28:AF,,Apple,-63,-127,10
47:9B:32:7A:53:BD,,Apple,-60,17,10
